1	1	1	1	1
X6411	0	0	0	0	0
X6412	0	0	0	0	0
X6413	0	0	0	0	0
X6414	0	0	0	0	0
X6415	0	0	0	0	0
X6416	0	0	0	0	0
X6417	0	0	0	0	0
X6418	0	0	0	0	0
X6419	0	0	0	0	0
X6420	0	0	0	0	0
X6421	0	0	0	0	0
X6422	0	0	0	0	0
X6423	0	0	0	0	0
X6424	0	0	0	0	0
X6425	0	0	0	0	0
X6426	0	0	0	0	0
X6427	0	0	0	0	0
X6428	0	0	0	0	0
X6429	0	0	0	0	0
X6430	0	0	0	0	0
X6431	0	0	0	0	0
X6432	0	0	0	0	0
X6433	0	0	0	0	0
X6434	0	0	0	0	0
X6435	0	0	0	0	0
X6436	0	0	0	0	0
X6437	0	0	0	0	0
X6438	0	0	0	0	0
X6439	0	0	0	0	0
X6440	0	0	0	0	0
X6441	0	0	0	0	0
X6442	0	0	0	0	0
X6443	0	0	0	0	0
X6444	0	0	0	0	0
X6445	0	0	0	0	0
X6446	0	0	0	0	0
X6447	0	0	0	0	0
X6448	0	0	0	0	0
X6449	0	0	0	0	0
X6450	0.000392534865360555	-0.000316486270479161	2.46153338730494e-05	-0.000250102830507207	0.000149438901752766
X6451	0	0	0	0	0
X6452	0	0	0	0	0
X6453	0	0	0	0	0
X6454	0	0	0	0	0
X6455	0	0	0	0	0
X6456	0	0	0	0	0
X6457	0	0	0	0	0
X6458	0	0	0	0	0
X6459	0	0	0	0	0
X6460	0	0	0	0	0
X6461	0	0	0	0	0
X6462	0	0	0	0	0
X6463	0	0	0	0	0
X6464	0	0	0	0	0
X6465	0	0	0	0	0
X6466	0	0	0	0	0
X6467	0	0	0	0	0
X6468	0	0	0	0	0
X6469	0	0	0	0	0
X6470	0	0	0	0	0
X6471	0	0	0	0	0
X6472	0	0	0	0	0
X6473	0	0	0	0	0
X6474	0	0	0	0	0
X6475	0	0	0	0	0
X6476	0	0	0	0	0
X6477	0	0	0	0	0
X6478	0	0	0	0	0
X6479	0	0	0	0	0
X6480	0	0	0	0	0
X6481	0	0	0	0	0
X6482	0	0	0	0	0
X6483	0	0	0	0	0
X6484	0	0	0	0	0
X6485	0	0	0	0	0
X6486	0	0	0	0	0
X6487	0	0	0	0	0
X6488	0	0	0	0	0
X6489	0	0	0	0	0
X6490	0	0	0	0	0
X6491	0	0	0	0	0
X6492	0	0	0	0	0
X6493	0	0	0	0	0
X6494	0	0	0	0	0
X6495	0	0	0	0	0
X6496	0	0	0	0	0
X6497	0	0	0	0	0
X6498	0	0	0	0	0
X6499	0	0	0	0	0
X6500	0	0	0	0	0
X6501	0	0	0	0	0
X6502	0	0	0	0	0
X6503	0	0	0	0	0
X6504	0	0	0	0	0
X6505	0	0	0	0	0
X6506	0	0	0	0	0
X6507	0	0	0	0	0
X6508	0	0	0	0	0
X6509	0	0	0	0	0
X6510	0	0	0	0	0
X6511	0	0	0	0	0
X6512	0	0	0	0	0
X6513	0	0	0	0	0
X6514	0	0	0	0	0
X6515	0	0	0	0	0
X6516	0	0	0	0	0
X6517	0	0	0	0	0
X6518	0	0	0	0	0
X6519	0	0	0	0	0
X6520	0	0	0	0	0
X6521	0	0	0	0	0
X6522	0	0	0	0	0
X6523	0	0	0	0	0
X6524	0	0	0	0	0
X6525	0	0	0	0	0
X6526	0	0	0	0	0
X6527	0	0	0	0	0
X6528	0	0	0	0	0
X6529	0	0	0	0	0
X6530	0	0	0	0	0
X6531	0	0	0	0	0
X6532	0	0	0	0	0
X6533	0	0	0	0	0
X6534	0	0	0	0	0
X6535	0	0	0	0	0
X6536	0	0	0	0	0
X6537	0	0	0	0	0
X6538	0	0	0	0	0
X6539	0	0	0	0	0
X6540	0	0	0	0	0
X6541	0	0	0	0	0
X6542	0	0	0	0	0
X6543	0	0	0	0	0
X6544	0	0	0	0	0
X6545	0	0	0	0	0
X6546	0	0	0	0	0
X6547	0	0	0	0	0
X6548	0	0	0	0	0
X6549	0	0	0	0	0
X6550	0	0	0	0	0
X6551	0	0	0	0	0
X6552	0	0	0	0	0
X6553	0	0	0	0	0
X6554	0	0	0	0	0
X6555	0	0	0	0	0
X6556	0	0	0	0	0
X6557	0	0	0	0	0
X6558	0	0	0	0	0
X6559	0	0	0	0	0
X6560	0	0	0	0	0
X6561	0	0	0	0	0
X6562	0	0	0	0	0
X6563	0	0	0	0	0
X6564	0	0	0	0	0
X6565	0	0	0	0	0
X6566	0	0	0	0	0
X6567	0	0	0	0	0
X6568	0	0	0	0	0
X6569	0	0	0	0	0
X6570	0	0	0	0	0
X6571	0	0	0	0	0
X6572	0	0	0	0	0
X6573	0	0	0	0	0
X6574	0	0	0	0	0
X6575	0	0	0	0	0
X6576	0	0	0	0	0
X6577	0	0	0	0	0
X6578	0	0	0	0	0
X6579	0	0	0	0	0
X6580	0	0	0	0	0
X6581	0	0	0	0	0
X6582	0	0	0	0	0
X6583	0	0	0	0	0
X6584	0	0	0	0	0
X6585	0	0	0	0	0
X6586	0	0	0	0	0
X6587	0	0	0	0	0
X6588	0	0	0	0	0
X6589	0	0	0	0	0
X6590	0	0	0	0	0
X6591	0	0	0	0	0
X6592	0	0	0	0	0
X6593	0	0	0	0	0
X6594	0.012406442812295	-0.0100789686602082	-0.00567825335764937	-0.0385896016236658	0.0419403808292278
X6595	0	0	0	0	0
X6596	0	0	0	0	0
X6597	0	0	0	0	0
X6598	0	0	0	0	0
X6599	0	0	0	0	0
X6600	0	0	0	0	0
X6601	0	0	0	0	0
X6602	0	0	0	0	0
X6603	0	0	0	0	0
X6604	0	0	0	0	0
X6605	0	0	0	0	0
X6606	0	0	0	0	0
X6607	0	0	0	0	0
X6608	0	0	0	0	0
X6609	0	0	0	0	0
X6610	0	0	0	0	0
X6611	0	0	0	0	0
X6612	0	0	0	0	0
X6613	0	0	0	0	0
X6614	0	0	0	0	0
X6615	0	0	0	0	0
X6616	0	0	0	0	0
X6617	0	0	0	0	0
X6618	0	0	0	0	0
X6619	0	0	0	0	0
X6620	0	0	0	0	0
X6621	0	0	0	0	0
X6622	0	0	0	0	0
X6623	0	0	0	0	0
X6624	0	0	0	0	0
X6625	0	0	0	0	0
X6626	0	0	0	0	0
X6627	0	0	0	0	0
X6628	0	0	0	0	0
X6629	0	0	0	0	0
X6630	0	0	0	0	0
X6631	0	0	0	0	0
X6632	0	0	0	0	0
X6633	0	0	0	0	0
X6634	0	0	0	0	0
X6635	0	0	0	0	0
X6636	0	0	0	0	0
X6637	0	0	0	0	0
X6638	0	0	0	0	0
X6639	0	0	0	0	0
X6640	0	0	0	0	0
X6641	0	0	0	0	0
X6642	0	0	0	0	0
X6643	0	0	0	0	0
X6644	0	0	0	0	0
X6645	0	0	0	0	0
X6646	0	0	0	0	0
X6647	-0.0143426681683068	-0.0139707385917314	0.0499943872200154	-0.0066682960703123	-0.0150126843896649
X6648	0	0	0	0	0
X6649	0	0	0	0	0
X6650	0	0	0	0	0
X6651	0	0	0	0	0
X6652	0	0	0	0	0
X6653	0	0	0	0	0
X6654	0	0	0	0	0
X6655	0	0	0	0	0
X6656	0	0	0	0	0
X6657	0	0	0	0	0
X6658	0	0	0	0	0
X6659	0	0	0	0	0
X6660	0	0	0	0	0
X6661	0	0	0	0	0
X6662	0	0	0	0	0
X6663	0	0	0	0	0
X6664	0	0	0	0	0
X6665	0	0	0	0	0
X6666	0	0	0	0	0
X6667	0	0	0	0	0
X6668	0	0	0	0	0
X6669	0	0	0	0	0
X6670	0	0	0	0	0
X6671	0	0	0	0	0
X6672	0	0	0	0	0
X6673	0	0	0	0	0
X6674	0	0	0	0	0
X6675	0	0	0	0	0
X6676	0	0	0	0	0
X6677	0	0	0	0	0
X6678	0	0	0	0	0
X6679	0	0	0	0	0
X6680	0	0	0	0	0
X6681	0	0	0	0	0
X6682	0	0	0	0	0
X6683	0	0	0	0	0
X6684	0	0	0	0	0
X6685	0	0	0	0	0
X6686	0	0	0	0	0
X6687	0	0	0	0	0
X6688	0	0	0	0	0
X6689	0	0	0	0	0
X6690	0	0	0	0	0
X6691	0	0	0	0	0
X6692	0	0	0	0	0
X6693	0	0	0	0	0
X6694	0	0	0	0	0
X6695	0	0	0	0	0
X6696	0	0	0	0	0
X6697	0	0	0	0	0
X6698	0	0	0	0	0
X6699	0	0	0	0	0
X6700	0	0	0	0	0
X6701	0	0	0	0	0
X6702	0	0	0	0	0
X6703	0	0	0	0	0
X6704	0	0	0	0	0
X6705	0	0	0	0	0
X6706	0	0	0	0	0
X6707	0	0	0	0	0
X6708	0	0	0	0	0
X6709	0	0	0	0	0
X6710	0	0	0	0	0
X6711	0	0	0	0	0
X6712	0	0	0	0	0
X6713	0	0	0	0	0
X6714	0	0	0	0	0
X6715	0	0	0	0	0
X6716	0	0	0	0	0
X6717	0	0	0	0	0
X6718	0	0	0	0	0
X6719	0	0	0	0	0
X6720	0	0	0	0	0
X6721	0	0	0	0	0
X6722	0	0	0	0	0
X6723	0	0	0	0	0
X6724	0	0	0	0	0
X6725	0	0	0	0	0
X6726	0	0	0	0	0
X6727	0	0	0	0	0
X6728	0	0	0	0	0
X6729	0	0	0	0	0
X6730	0	0	0	0	0
X6731	0	0	0	0	0
X6732	0	0	0	0	0
X6733	0	0	0	0	0
X6734	0	0	0	0	0
X6735	0	0	0	0	0
X6736	0	0	0	0	0
X6737	0	0	0	0	0
X6738	0	0	0	0	0
X6739	0	0	0	0	0
X6740	0	0	0	0	0
X6741	0	0	0	0	0
X6742	0	0	0	0	0
X6743	0	0	0	0	0
X6744	0	0	0	0	0
X6745	0	0	0	0	0
X6746	0	0	0	0	0
X6747	0	0	0	0	0
X6748	0	0	0	0	0
X6749	0	0	0	0	0
X6750	0	0	0	0	0
X6751	0	0	0	0	0
X6752	0	0	0	0	0
X6753	0	0	0	0	0
X6754	0	0	0	0	0
X6755	0	0	0	0	0
X6756	0	0	0	0	0
X6757	0	0	0	0	0
X6758	0	0	0	0	0
X6759	0	0	0	0	0
X6760	0	0	0	0	0
X6761	0	0	0	0	0
X6762	0	0	0	0	0
X6763	0	0	0	0	0
X6764	0	0	0	0	0
X6765	0	0	0	0	0
X6766	0	0	0	0	0
X6767	0	0	0	0	0
X6768	0	0	0	0	0
X6769	0	0	0	0	0
X6770	0	0	0	0	0
X6771	0	0	0	0	0
X6772	0	0	0	0	0
X6773	0	0	0	0	0
X6774	0	0	0	0	0
X6775	0	0	0	0	0
X6776	0	0	0	0	0
X6777	0	0	0	0	0
X6778	0	0	0	0	0
X6779	0	0	0	0	0
X6780	0	0	0	0	0
X6781	0	0	0	0	0
X6782	0	0	0	0	0
X6783	0	0	0	0	0
X6784	0	0	0	0	0
X6785	0	0	0	0	0
X6786	0	0	0	0	0
X6787	0	0	0	0	0
X6788	0	0	0	0	0
X6789	0	0	0	0	0
X6790	0	0	0	0	0
X6791	0	0	0	0	0
X6792	0	0	0	0	0
X6793	0	0	0	0	0
X6794	0	0	0	0	0
X6795	0	0	0	0	0
X6796	0	0	0	0	0
X6797	0	0	0	0	0
X6798	0	0	0	0	0
X6799	0	0	0	0	0
X6800	0	0	0	0	0
X6801	0	0	0	0	0
X6802	0	0	0	0	0
X6803	0	0	0	0	0
X6804	0	0	0	0	0
X6805	0	0	0	0	0
X6806	0	0	0	0	0
X6807	0	0	0	0	0
X6808	0	0	0	0	0
X6809	0	0	0	0	0
X6810	0	0	0	0	0
X6811	0	0	0	0	0
X6812	0	0	0	0	0
X6813	0	0	0	0	0
X6814	0	0	0	0	0
X6815	0	0	0	0	0
X6816	0	0	0	0	0
X6817	0	0	0	0	0
X6818	0	0	0	0	0
X6819	0	0	0	0	0
X6820	0	0	0	0	0
X6821	0	0	0	0	0
X6822	0	0	0	0	0
X6823	-0.0260611053438358	-0.0266901720950365	-0.00516794131114484	-0.0656999191657835	0.123619137915799
X6824	0	0	0	0	0
X6825	0	0	0	0	0
X6826	0	0	0	0	0
X6827	0	0	0	0	0
X6828	0	0	0	0	0
X6829	0	0	0	0	0
X6830	0	0	0	0	0
X6831	0	0	0	0	0
X6832	0	0	0	0	0
X6833	0	0	0	0	0
X6834	0	0	0	0	0
X6835	0	0	0	0	0
X6836	0	0	0	0	0
X6837	0	0	0	0	0
X6838	0	0	0	0	0
X6839	0	0	0	0	0
X6840	0	0	0	0	0
X6841	0	0	0	0	0
X6842	0	0	0	0	0
X6843	0	0	0	0	0
X6844	0	0	0	0	0
X6845	0	0	0	0	0
X6846	0	0	0	0	0
X6847	0	0	0	0	0
X6848	0	0	0	0	0
X6849	0	0	0	0	0
X6850	0	0	0	0	0
X6851	0	0	0	0	0
X6852	0	0	0	0	0
X6853	0	0	0	0	0
X6854	0	0	0	0	0
X6855	0	0	0	0	0
X6856	0	0	0	0	0
X6857	0	0	0	0	0
X6858	0	0	0	0	0
X6859	0	0	0	0	0
X6860	0	0	0	0	0
X6861	0	0	0	0	0
X6862	0	0	0	0	0
X6863	0	0	0	0	0
X6864	0	0	0	0	0
X6865	0	0	0	0	0
X6866	0	0	0	0	0
X6867	0	0	0	0	0
X6868	0	0	0	0	0
X6869	0	0	0	0	0
X6870	0	0	0	0	0
X6871	0	0	0	0	0
X6872	0	0	0	0	0
X6873	0	0	0	0	0
X6874	0	0	0	0	0
X6875	0	0	0	0	0
X6876	0	0	0	0	0
X6877	0	0	0	0	0
X6878	0	0	0	0	0
X6879	0	0	0	0	0
X6880	0	0	0	0	0
X6881	0	0	0	0	0
X6882	0	0	0	0	0
X6883	0	0	0	0	0
X6884	0	0	0	0	0
X6885	0	0	0	0	0
X6886	0	0	0	0	0
X6887	0	0	0	0	0
X6888	0	0	0	0	0
X6889	0	0	0	0	0
X6890	0	0	0	0	0
X6891	0	0	0	0	0
X6892	0	0	0	0	0
X6893	0	0	0	0	0
X6894	0	0	0	0	0
X6895	0	0	0	0	0
X6896	0	0	0	0	0
X6897	0	0	0	0	0
X6898	0	0	0	0	0
X6899	0	0	0	0	0
X6900	0	0	0	0	0
X6901	0	0	0	0	0
X6902	0	0	0	0	0
X6903	0	0	0	0	0
X6904	0	0	0	0	0
X6905	0	0	0	0	0
X6906	0	0	0	0	0
X6907	0	0	0	0	0
X6908	0	0	0	0	0
X6909	0	0	0	0	0
X6910	0	0	0	0	0
X6911	0	0	0	0	0
X6912	0	0	0	0	0
X6913	0	0	0	0	0
X6914	0	0	0	0	0
X6915	0	0	0	0	0
X6916	0	0	0	0	0
X6917	0	0	0	0	0
X6918	0	0	0	0	0
X6919	0	0	0	0	0
X6920	0	0	0	0	0
X6921	0	0	0	0	0
X6922	0	0	0	0	0
X6923	0	0	0	0	0
X6924	0	0	0	0	0
X6925	0	0	0	0	0
X6926	0	0	0	0	0
X6927	0	0	0	0	0
X6928	0	0	0	0	0
X6929	0	0	0	0	0
X6930	0	0	0	0	0
X6931	0	0	0	0	0
X6932	0	0	0	0	0
X6933	0	0	0	0	0
X6934	0	0	0	0	0
X6935	0	0	0	0	0
X6936	0	0	0	0	0
X6937	0	0	0	0	0
X6938	0	0	0	0	0
X6939	0	0	0	0	0
X6940	0	0	0	0	0
X6941	0	0	0	0	0
X6942	0	0	0	0	0
X6943	0	0	0	0	0
X6944	0	0	0	0	0
X6945	0	0	0	0	0
X6946	0	0	0	0	0
X6947	0	0	0	0	0
X6948	0	0	0	0	0
X6949	0	0	0	0	0
X6950	0	0	0	0	0
X6951	0	0	0	0	0
X6952	0	0	0	0	0
X6953	0	0	0	0	0
X6954	0	0	0	0	0
X6955	0	0	0	0	0
X6956	0	0	0	0	0
X6957	0	0	0	0	0
X6958	0	0	0	0	0
X6959	0	0	0	0	0
X6960	0	0	0	0	0
X6961	0	0	0	0	0
X6962	0	0	0	0	0
X6963	0	0	0	0	0
X6964	0	0	0	0	0
X6965	0	0	0	0	0
X6966	0	0	0	0	0
X6967	0	0	0	0	0
X6968	0	0	0	0	0
X6969	0	0	0	0	0
X6970	0	0	0	0	0
X6971	0	0	0	0	0
X6972	0	0	0	0	0
X6973	0	0	0	0	0
X6974	0	0	0	0	0
X6975	0	0	0	0	0
X6976	0	0	0	0	0
X6977	0	0	0	0	0
X6978	0	0	0	0	0
X6979	0	0	0	0	0
X6980	0	0	0	0	0
X6981	0	0	0	0	0
X6982	0	0	0	0	0
X6983	0	0	0	0	0
X6984	0	0	0	0	0
X6985	0	0	0	0	0
X6986	0	0	0	0	0
X6987	0	0	0	0	0
X6988	0	0	0	0	0
X6989	0	0	0	0	0
X6990	0	0	0	0	0
X6991	0	0	0	0	0
X6992	0	0	0	0	0
X6993	0	0	0	0	0
X6994	0	0	0	0	0
X6995	0	0	0	0	0
X6996	0	0	0	0	0
X6997	0	0	0	0	0
X6998	0	0	0	0	0
X6999	0	0	0	0	0
X7000	0.0106601205258591	0.00962520447174115	0.00617805664485324	-0.0152095131256408	-0.0112538685168126
X7001	0	0	0	0	0
X7002	0	0	0	0	0
X7003	0	0	0	0	0
X7004	0	0	0	0	0
X7005	0	0	0	0	0
X7006	0	0	0	0	0
X7007	0	0	0	0	0
X7008	0	0	0	0	0
X7009	0	0	0	0	0
X7010	0	0	0	0	0
X7011	0	0	0	0	0
X7012	0	0	0	0	0
X7013	0	0	0	0	0
X7014	0	0	0	0	0
X7015	0	0	0	0	0
X7016	0	0	0	0	0
X7017	0	0	0	0	0
X7018	0	0	0	0	0
X7019	0	0	0	0	0
X7020	0	0	0	0	0
X7021	0	0	0	0	0
X7022	-0.0148099918621417	-0.00682654969014445	0.0374133749480894	-0.00180114188001775	-0.0139756915157855
X7023	0	0	0	0	0
X7024	0	0	0	0	0
X7025	0	0	0	0	0
X7026	0	0	0	0	0
X7027	0	0	0	0	0
X7028	0	0	0	0	0
X7029	0	0	0	0	0
X7030	0	0	0	0	0
X7031	0	0	0	0	0
X7032	0	0	0	0	0
X7033	0	0	0	0	0
X7034	0	0	0	0	0
X7035	0	0	0	0	0
X7036	0	0	0	0	0
X7037	0	0	0	0	0
X7038	0	0	0	0	0
X7039	0	0	0	0	0
X7040	0	0	0	0	0
X7041	0	0	0	0	0
X7042	0	0	0	0	0
X7043	0	0	0	0	0
X7044	0	0	0	0	0
X7045	0	0	0	0	0
X7046	0	0	0	0	0
X7047	0	0	0	0	0
X7048	0	0	0	0	0
X7049	0	0	0	0	0
X7050	0	0	0	0	0
X7051	0	0	0	0	0
X7052	0	0	0	0	0
X7053	0	0	0	0	0
X7054	0	0	0	0	0
X7055	0	0	0	0	0
X7056	0	0	0	0	0
X7057	0	0	0	0	0
X7058	0	0	0	0	0
X7059	0	0	0	0	0
X7060	0	0	0	0	0
X7061	0	0	0	0	0
X7062	0	0	0	0	0
X7063	0	0	0	0	0
X7064	0	0	0	0	0
X7065	0	0	0	0	0
X7066	0	0	0	0	0
X7067	0	0	0	0	0
X7068	0	0	0	0	0
X7069	0	0	0	0	0
X7070	0	0	0	0	0
X7071	0	0	0	0	0
X7072	0	0	0	0	0
X7073	0	0	0	0	0
X7074	0	0	0	0	0
X7075	0	0	0	0	0
X7076	0	0	0	0	0
X7077	0	0	0	0	0
X7078	0	0	0	0	0
X7079	0	0	0	0	0
X7080	0	0	0	0	0
X7081	0	0	0	0	0
X7082	0	0	0	0	0
X7083	0	0	0	0	0
X7084	0	0	0	0	0
X7085	0	0	0	0	0
X7086	0	0	0	0	0
X7087	0	0	0	0	0
X7088	0	0	0	0	0
X7089	0	0	0	0	0
X7090	0	0	0	0	0
X7091	0	0	0	0	0
X7092	0	0	0	0	0
X7093	0	0	0	0	0
X7094	0	0	0	0	0
X7095	0	0	0	0	0
X7096	0	0	0	0	0
X7097	0	0	0	0	0
X7098	0	0	0	0	0
X7099	0	0	0	0	0
X7100	0	0	0	0	0
X7101	0	0	0	0	0
X7102	0	0	0	0	0
X7103	0	0	0	0	0
X7104	0	0	0	0	0
X7105	0	0	0	0	0
X7106	0	0	0	0	0
X7107	0	0	0	0	0
X7108	0	0	0	0	0
X7109	0	0	0	0	0
X7110	0	0	0	0	0
X7111	0	0	0	0	0
X7112	0	0	0	0	0
X7113	0	0	0	0	0
X7114	0	0	0	0	0
X7115	0	0	0	0	0
X7116	0	0	0	0	0
X7117	0	0	0	0	0
X7118	0	0	0	0	0
X7119	0	0	0	0	0
X7120	0	0	0	0	0
X7121	0	0	0	0	0
X7122	0	0	0	0	0
X7123	0	0	0	0	0
X7124	0	0	0	0	0
X7125	0	0	0	0	0
X7126	0	0	0	0	0
X7127	0	0	0	0	0
X7128	0	0	0	0	0
X7129	0	0	0	0	0
X7130	0	0	0	0	0
X7131	0.164998945145397	-0.0580490947757255	-0.0166047058458768	-0.109917597975456	0.0195724534516622
X7132	0	0	0	0	0
X7133	0	0	0	0	0
X7134	0	0	0	0	0
X7135	0	0	0	0	0
X7136	0	0	0	0	0
X7137	0	0	0	0	0
X7138	0	0	0	0	0
X7139	0	0	0	0	0
X7140	0	0	0	0	0
X7141	0	0	0	0	0
X7142	0	0	0	0	0
X7143	0	0	0	0	0
X7144	0	0	0	0	0
X7145	0	0	0	0	0
X7146	0	0	0	0	0
X7147	0	0	0	0	0
X7148	0	0	0	0	0
X7149	0	0	0	0	0
X7150	0	0	0	0	0
X7151	0	0	0	0	0
X7152	0	0	0	0	0
X7153	0	0	0	0	0
X7154	0	0	0	0	0
X7155	0	0	0	0	0
X7156	0	0	0	0	0
X7157	0	0	0	0	0
X7158	0	0	0	0	0
X7159	0	0	0	0	0
X7160	0	0	0	0	0
X7161	0	0	0	0	0
X7162	0	0	0	0	0
X7163	-0.0062140766870235	-0.00487951905440076	0.0213462760751318	-0.12136773588676	0.111115055553052
X7164	0	0	0	0	0
X7165	0	0	0	0	0
X7166	0	0	0	0	0
X7167	0	0	0	0	0
X7168	0	0	0	0	0
X7169	0	0	0	0	0
X7170	0	0	0	0	0
X7171	0	0	0	0	0
X7172	0	0	0	0	0
X7173	0	0	0	0	0
X7174	0	0	0	0	0
X7175	0	0	0	0	0
X7176	0	0	0	0	0
X7177	0	0	0	0	0
X7178	0	0	0	0	0
X7179	-0.0140597264758142	-0.012246728507629	0.0432853304941213	-0.01186987648188	-0.00510899902879838
X7180	0	0	0	0	0
X7181	0	0	0	0	0
X7182	0	0	0	0	0
X7183	0	0	0	0	0
X7184	0	0	0	0	0
X7185	0	0	0	0	0
X7186	0	0	0	0	0
X7187	0	0	0	0	0
X7188	0	0	0	0	0
X7189	0	0	0	0	0
X7190	0	0	0	0	0
X7191	-0.0259872257963654	0.0636617487870597	-0.0160458914258433	-0.00605298984021729	-0.0155756417246337
X7192	0	0	0	0	0
X7193	0	0	0	0	0
X7194	0	0	0	0	0
X7195	0	0	0	0	0
X7196	0	0	0	0	0
X7197	0	0	0	0	0
X7198	0	0	0	0	0
X7199	0	0	0	0	0
X7200	0	0	0	0	0
X7201	0	0	0	0	0
X7202	0	0	0	0	0
X7203	0	0	0	0	0
X7204	0	0	0	0	0
X7205	0	0	0	0	0
X7206	0	0	0	0	0
X7207	0	0	0	0	0
X7208	0	0	0	0	0
X7209	0	0	0	0	0
X7210	0	0	0	0	0
X7211	0.00286222392897704	0.0026097283662601	0.00174038433878999	-0.00412416294249887	-0.00308817369152826
X7212	0	0	0	0	0
X7213	0	0	0	0	0
X7214	0	0	0	0	0
X7215	0	0	0	0	0
X7216	0	0	0	0	0
X7217	0	0	0	0	0
X7218	0	0	0	0	0
X7219	0	0	0	0	0
X7220	0	0	0	0	0
X7221	0	0	0	0	0
X7222	0	0	0	0	0
X7223	0	0	0	0	0
X7224	0	0	0	0	0
X7225	0	0	0	0	0
X7226	0	0	0	0	0
X7227	0	0	0	0	0
X7228	0	0	0	0	0
X7229	0	0	0	0	0
X7230	0	0	0	0	0
X7231	0	0	0	0	0
X7232	0	0	0	0	0
X7233	0	0	0	0	0
X7234	0	0	0	0	0
X7235	0	0	0	0	0
X7236	0	0	0	0	0
X7237	0	0	0	0	0
X7238	0	0	0	0	0
X7239	0	0	0	0	0
X7240	0	0	0	0	0
X7241	0	0	0	0	0
X7242	0	0	0	0	0
X7243	0	0	0	0	0
X7244	0	0	0	0	0
X7245	0	0	0	0	0
X7246	0	0	0	0	0
X7247	0	0	0	0	0
X7248	0	0	0	0	0
X7249	0	0	0	0	0
X7250	0	0	0	0	0
X7251	0	0	0	0	0
X7252	0	0	0	0	0
X7253	0	0	0	0	0
X7254	0	0	0	0	0
X7255	0	0	0	0	0
X7256	0	0	0	0	0
X7257	0	0	0	0	0
X7258	0	0	0	0	0
X7259	0	0	0	0	0
X7260	0	0	0	0	0
X7261	0	0	0	0	0
X7262	0	0	0	0	0
X7263	0	0	0	0	0
X7264	0	0	0	0	0
X7265	0	0	0	0	0
X7266	0	0	0	0	0
X7267	0	0	0	0	0
X7268	0	0	0	0	0
X7269	0	0	0	0	0
X7270	0	0	0	0	0
X7271	0	0	0	0	0
X7272	0	0	0	0	0
X7273	0	0	0	0	0
X7274	0	0	0	0	0
X7275	0	0	0	0	0
X7276	0	0	0	0	0
X7277	0	0	0	0	0
X7278	0	0	0	0	0
X7279	0	0	0	0	0
X7280	0	0	0	0	0
X7281	0	0	0	0	0
X7282	0	0	0	0	0
X7283	0	0	0	0	0
X7284	0	0	0	0	0
X7285	0	0	0	0	0
X7286	0	0	0	0	0
X7287	0	0	0	0	0
X7288	0	0	0	0	0
X7289	0	0	0	0	0
X7290	0	0	0	0	0
X7291	0	0	0	0	0
X7292	0	0	0	0	0
X7293	0	0	0	0	0
X7294	0	0	0	0	0
X7295	0	0	0	0	0
X7296	0	0	0	0	0
X7297	0	0	0	0	0
X7298	0	0	0	0	0
X7299	0	0	0	0	0
X7300	0	0	0	0	0
X7301	0	0	0	0	0
X7302	0	0	0	0	0
X7303	0	0	0	0	0
X7304	0	0	0	0	0
X7305	0	0	0	0	0
X7306	0	0	0	0	0
X7307	0	0	0	0	0
X7308	0	0	0	0	0
X7309	0	0	0	0	0
X7310	0	0	0	0	0
X7311	0	0	0	0	0
X7312	0	0	0	0	0
X7313	0	0	0	0	0
X7314	0	0	0	0	0
X7315	0	0	0	0	0
X7316	0	0	0	0	0
X7317	0	0	0	0	0
X7318	0	0	0	0	0
X7319	0	0	0	0	0
X7320	0	0	0	0	0
X7321	0	0	0	0	0
X7322	0	0	0	0	0
X7323	0	0	0	0	0
X7324	0	0	0	0	0
X7325	0	0	0	0	0
X7326	0	0	0	0	0
X7327	0	0	0	0	0
X7328	0	0	0	0	0
X7329	0	0	0	0	0
X7330	0	0	0	0	0
X7331	0	0	0	0	0
X7332	0	0	0	0	0
X7333	0	0	0	0	0
X7334	0	0	0	0	0
X7335	0	0	0	0	0
X7336	0	0	0	0	0
X7337	0	0	0	0	0
X7338	0	0	0	0	0
X7339	0	0	0	0	0
X7340	0	0	0	0	0
X7341	0	0	0	0	0
X7342	0	0	0	0	0
X7343	0	0	0	0	0
X7344	0	0	0	0	0
X7345	0	0	0	0	0
X7346	0	0	0	0	0
X7347	0	0	0	0	0
X7348	0	0	0	0	0
X7349	0	0	0	0	0
X7350	0	0	0	0	0
X7351	0	0	0	0	0
X7352	0	0	0	0	0
X7353	0	0	0	0	0
X7354	0	0	0	0	0
X7355	0	0	0	0	0
X7356	0	0	0	0	0
X7357	0	0	0	0	0
X7358	0	0	0	0	0
X7359	0	0	0	0	0
X7360	0	0	0	0	0
X7361	0	0	0	0	0
X7362	0	0	0	0	0
X7363	0	0	0	0	0
X7364	0	0	0	0	0
X7365	0	0	0	0	0
X7366	0	0	0	0	0
X7367	0	0	0	0	0
X7368	0	0	0	0	0
X7369	0	0	0	0	0
X7370	0	0	0	0	0
X7371	0	0	0	0	0
X7372	0	0	0	0	0
X7373	0	0	0	0	0
X7374	0	0	0	0	0
X7375	0	0	0	0	0
X7376	0	0	0	0	0
X7377	0	0	0	0	0
X7378	0	0	0	0	0
X7379	0	0	0	0	0
