Genes	Transcript_Length	GC_Content
25848	ENSG00000105404	821	61.62
25846	ENSG00000105409	3818	56.13
14286	ENSG00000105419	2195	56.51
12563	ENSG00000105426	6353	52.47
18304	ENSG00000105427	523	58.27
22302	ENSG00000105429	11034	54.75
4040	ENSG00000105438	1594	53.35
21095	ENSG00000105443	4780	58.29
18786	ENSG00000105447	5571	55.81
22557	ENSG00000105464	5093	52.58
4058	ENSG00000105467	1000	54.82
14134	ENSG00000105472	1419	66.4
2945	ENSG00000105479	3215	52.38
10367	ENSG00000105483	5263	44.39
3198	ENSG00000105486	4102	51.48
21054	ENSG00000105492	1940	47.86
18716	ENSG00000105497	6535	41.97
10855	ENSG00000105499	2496	47.68
23845	ENSG00000105501	2360	44.36
3760	ENSG00000105507	1257	46.72
15386	ENSG00000105509	2110	49.55
17605	ENSG00000105514	4273	51.09
20496	ENSG00000105516	5756	58.48
16742	ENSG00000105518	1310	54.21
13942	ENSG00000105519	3750	58.74
1430	ENSG00000105520	2727	57.31
20090	ENSG00000105523	1926	56.4
15033	ENSG00000105538	3308	53.68
14787	ENSG00000105549	1877	54.52
15403	ENSG00000105550	1312	60.11
11292	ENSG00000105552	2254	54.54
18129	ENSG00000105556	6884	53.11
24871	ENSG00000105559	3088	51.07
16409	ENSG00000105568	5380	48.38
12877	ENSG00000105576	5122	54.01
21150	ENSG00000105583	2562	57.12
25467	ENSG00000105605	2688	51.16
11247	ENSG00000105607	1956	51.4
15930	ENSG00000105609	5546	57.51
11142	ENSG00000105610	1611	61.59
16620	ENSG00000105612	1955	52.62
19517	ENSG00000105613	4833	52.4
18322	ENSG00000105617	1542	56.01
21992	ENSG00000105618	2269	57.08
23400	ENSG00000105619	1205	54.83
13018	ENSG00000105639	5432	54.93
4916	ENSG00000105640	1391	58.32
4903	ENSG00000105641	3576	52.64
4881	ENSG00000105642	3625	54.7
4261	ENSG00000105643	3748	58.01
3462	ENSG00000105647	4033	57.77
6181	ENSG00000105649	1528	55.05
6178	ENSG00000105650	4655	54.3
17297	ENSG00000105655	2420	66.58
16912	ENSG00000105656	4074	55.52
11650	ENSG00000105662	6929	56.04
16242	ENSG00000105664	2707	62.87
17311	ENSG00000105668	1366	52.7
19914	ENSG00000105669	1770	57.06
20013	ENSG00000105671	1912	57.12
21585	ENSG00000105672	1571	64.89
15519	ENSG00000105675	3709	58.09
11289	ENSG00000105676	2488	51.45
20990	ENSG00000105677	1783	58.59
20973	ENSG00000105679	1489	54.46
8332	ENSG00000105695	2426	54.41
21825	ENSG00000105696	1717	58.34
5305	ENSG00000105697	2624	54.11
6462	ENSG00000105698	2742	57.36
14243	ENSG00000105699	2480	54.26
17635	ENSG00000105700	2738	53.42
13383	ENSG00000105701	1849	56.64
19859	ENSG00000105705	2423	51.37
11492	ENSG00000105707	2363	52.41
25701	ENSG00000105708	2949	42.02
17642	ENSG00000105711	4846	56.29
15000	ENSG00000105717	1724	49.87
23207	ENSG00000105722	2698	64.09
13908	ENSG00000105723	3524	53.29
11309	ENSG00000105726	4729	57.98
17808	ENSG00000105732	3598	57
16733	ENSG00000105737	3493	51.51
9274	ENSG00000105738	7987	49.76
13584	ENSG00000105750	2652	37.87
22870	ENSG00000105755	1052	48.58
25200	ENSG00000105767	2178	53.28
12197	ENSG00000105771	5510	50.25
8069	ENSG00000105778	7937	40.32
20971	ENSG00000105784	4099	35.67
12012	ENSG00000105792	6966	36.1
7911	ENSG00000105793	7531	38.02
2439	ENSG00000105808	5605	55.6
22511	ENSG00000105810	11612	38.2
11922	ENSG00000105819	2472	38.52
9946	ENSG00000105821	3033	40.56
13998	ENSG00000105825	2444	39.34
14959	ENSG00000105829	3586	35.67
23907	ENSG00000105835	4582	37.12
23848	ENSG00000105849	3942	36.3
14730	ENSG00000105851	5377	39.39
24484	ENSG00000105852	2433	39.31
24048	ENSG00000105854	1876	38.28
14986	ENSG00000105855	8751	37.44
15278	ENSG00000105856	2829	37.95
15376	ENSG00000105865	2280	37.93
18060	ENSG00000105866	6126	38.35
5865	ENSG00000105875	4588	47.38
25013	ENSG00000105877	14167	38.72
9931	ENSG00000105879	4432	36.56
21896	ENSG00000105880	1422	55.71
6511	ENSG00000105887	3738	36.4
19429	ENSG00000105889	1515	41.5
9653	ENSG00000105894	1614	38.25
13569	ENSG00000105926	8452	35.88
13550	ENSG00000105928	4182	45.73
12641	ENSG00000105929	3136	45.87
6637	ENSG00000105939	7100	43.4
10745	ENSG00000105948	4299	38.13
24855	ENSG00000105953	4181	46.23
4868	ENSG00000105954	1190	35.97
22300	ENSG00000105963	2363	60.62
1970	ENSG00000105967	6628	35
17782	ENSG00000105968	3804	41.41
9467	ENSG00000105971	3301	37.86
829	ENSG00000105974	3201	41.82
915	ENSG00000105976	6635	39.03
987	ENSG00000105982	2260	42.24
1013	ENSG00000105983	7997	39.06
717	ENSG00000105991	2517	46.8
5821	ENSG00000105993	7992	48.15
827	ENSG00000105996	1993	49.59
837	ENSG00000105997	3396	50.31
5262	ENSG00000106003	2377	62.83
845	ENSG00000106004	1657	53.53
834	ENSG00000106006	989	53.82
9407	ENSG00000106009	5360	55.18
4214	ENSG00000106012	6844	52.81
410	ENSG00000106013	1599	35.83
4130	ENSG00000106018	3944	49.17
588	ENSG00000106025	2798	37.17
8600	ENSG00000106028	2620	40.78
19709	ENSG00000106031	5030	45.38
975	ENSG00000106034	5340	36.6
19879	ENSG00000106038	2955	57.61
20223	ENSG00000106049	1990	36.88
20286	ENSG00000106052	4020	36.81
22099	ENSG00000106066	2213	41
18674	ENSG00000106069	3530	42.06
3040	ENSG00000106070	5431	45.52
10826	ENSG00000106077	1562	59.95
10816	ENSG00000106078	7697	43.44
24537	ENSG00000106080	4960	38.7
14523	ENSG00000106086	7835	39.62
9044	ENSG00000106089	2095	58.84
8659	ENSG00000106100	4610	46.77
7236	ENSG00000106105	2634	38.71
13672	ENSG00000106113	3131	53.24
11487	ENSG00000106123	4409	52.35
13667	ENSG00000106125	3573	48.22
21961	ENSG00000106133	1789	52.77
13014	ENSG00000106144	5769	43.43
4360	ENSG00000106153	901	45.29
17723	ENSG00000106178	585	51.05
20416	ENSG00000106211	1455	63.41
20102	ENSG00000106236	2700	54.62
14560	ENSG00000106244	2546	54.05
24813	ENSG00000106245	1139	48.46
24804	ENSG00000106246	5582	53.4
2598	ENSG00000106258	3320	40.47
4235	ENSG00000106261	9418	44.83
13747	ENSG00000106263	3745	51.61
6513	ENSG00000106266	4727	51.46
16981	ENSG00000106268	872	56.77
5837	ENSG00000106278	8175	35.6
3111	ENSG00000106290	2727	53.95
12024	ENSG00000106299	4435	35.43
18492	ENSG00000106302	2407	39.21
2645	ENSG00000106304	2349	36.42
20997	ENSG00000106305	1225	46.93
10200	ENSG00000106327	3131	53.9
9962	ENSG00000106328	2238	48.27
16799	ENSG00000106330	1191	57.23
13350	ENSG00000106333	1702	60.91
17650	ENSG00000106336	2276	53.99
13476	ENSG00000106344	15507	43.22
25325	ENSG00000106346	5155	45.58
10894	ENSG00000106348	2881	57.06
23072	ENSG00000106351	4796	49.83
862	ENSG00000106355	2258	39.73
10382	ENSG00000106366	3190	50.43
2999	ENSG00000106367	1303	54.8
4932	ENSG00000106384	2132	54.66
7862	ENSG00000106392	6235	37.33
7038	ENSG00000106397	2920	58.5
21672	ENSG00000106399	2020	37.19
7073	ENSG00000106400	3958	54.13
7115	ENSG00000106404	2131	59.59
8559	ENSG00000106410	2076	50.29
13351	ENSG00000106415	4743	36.7
3204	ENSG00000106436	1009	56.67
14348	ENSG00000106443	9869	34.85
3623	ENSG00000106459	3568	41.15
11609	ENSG00000106460	12539	34.61
25623	ENSG00000106462	3641	39.21
9154	ENSG00000106477	6513	39.96
17589	ENSG00000106479	6950	48.92
2461	ENSG00000106483	2966	39.07
5797	ENSG00000106484	2505	44.95
3311	ENSG00000106524	2599	38.01
12349	ENSG00000106526	5697	43.31
18251	ENSG00000106536	5925	39.45
4733	ENSG00000106537	2093	39.23
12335	ENSG00000106538	1907	62.42
2959	ENSG00000106541	1778	38.42
1906	ENSG00000106546	6958	36.63
3409	ENSG00000106554	1598	39.02
1482	ENSG00000106560	1449	44.17
16288	ENSG00000106565	1430	51.68
14108	ENSG00000106571	8208	41.72
15810	ENSG00000106588	4251	38.3
11367	ENSG00000106591	2734	40.85
13741	ENSG00000106603	3223	40.39
19243	ENSG00000106605	1161	44.31
19755	ENSG00000106608	5658	45.69
4611	ENSG00000106609	4229	44.8
6519	ENSG00000106610	2143	44.75
9572	ENSG00000106615	2075	42
10596	ENSG00000106617	3305	48.91
25301	ENSG00000106624	4081	62.7
24146	ENSG00000106628	2158	55.2
25902	ENSG00000106631	791	61.44
21469	ENSG00000106633	2729	49.97
11376	ENSG00000106635	1975	49.06
17761	ENSG00000106636	2696	48.11
14085	ENSG00000106638	3161	52.83
21863	ENSG00000106665	5563	52.06
13826	ENSG00000106682	2679	45.4
10994	ENSG00000106683	3374	54.59
20484	ENSG00000106686	4073	41.45
20537	ENSG00000106688	3722	42.12
16224	ENSG00000106689	2554	51.83
22149	ENSG00000106692	7364	37.44
18709	ENSG00000106701	7664	37.37
20504	ENSG00000106714	5064	38.24
6680	ENSG00000106723	4484	41.25
19337	ENSG00000106733	2050	40.5
22957	ENSG00000106771	7980	39.52
14652	ENSG00000106772	12584	41.04
9544	ENSG00000106780	6298	38.18
23532	ENSG00000106785	4454	46.67
16660	ENSG00000106789	5635	49.15
11708	ENSG00000106799	6516	39.03
16323	ENSG00000106803	687	42.24
7623	ENSG00000106804	5465	38.08
8524	ENSG00000106809	2971	37
8516	ENSG00000106819	2470	38.34
8585	ENSG00000106823	3253	38.89
23279	ENSG00000106829	4871	39.28
25043	ENSG00000106852	3587	54.23
24425	ENSG00000106853	2298	43.23
25717	ENSG00000106868	3124	42.78
14527	ENSG00000106927	1434	49.44
11714	ENSG00000106948	7380	50.65
1394	ENSG00000106952	1906	42.47
15458	ENSG00000106976	4734	54.26
22164	ENSG00000106991	3059	53.19
15046	ENSG00000106992	2266	60.17
18689	ENSG00000106993	3502	36.8
18757	ENSG00000107014	1177	39.55
19150	ENSG00000107018	967	39.04
19218	ENSG00000107020	932	39.88
9874	ENSG00000107021	3906	52.07
19870	ENSG00000107036	6774	37.47
24604	ENSG00000107077	4655	40.37
15306	ENSG00000107099	9277	41.5
15212	ENSG00000107104	7193	42.03
13337	ENSG00000107105	3805	38.63
21507	ENSG00000107130	4991	54.7
8970	ENSG00000107140	2438	59.15
9365	ENSG00000107147	7057	61.61
19567	ENSG00000107159	1618	52.6
19691	ENSG00000107164	3124	47.12
22196	ENSG00000107165	2851	34.54
15151	ENSG00000107175	1832	49.01
25419	ENSG00000107185	7018	52.62
15280	ENSG00000107186	7722	35.81
528	ENSG00000107187	3092	65.6
23846	ENSG00000107201	4353	39.61
23312	ENSG00000107223	809	57.77
6931	ENSG00000107242	3335	40.22
19482	ENSG00000107249	6667	40.19
24418	ENSG00000107262	3786	46.54
14022	ENSG00000107263	6256	48.49
24132	ENSG00000107281	2187	65.86
5169	ENSG00000107282	6534	41.44
15419	ENSG00000107290	11100	41
20376	ENSG00000107295	2565	38.98
11078	ENSG00000107317	921	66.35
24644	ENSG00000107331	8154	66.66
1020	ENSG00000107338	2783	50.89
14616	ENSG00000107341	4075	42.11
9090	ENSG00000107362	2614	37.98
2872	ENSG00000107371	1806	43.49
1838	ENSG00000107372	5310	39.89
11963	ENSG00000107404	3239	66.25
12853	ENSG00000107438	1452	43.74
7432	ENSG00000107443	4115	39.76
17994	ENSG00000107447	1972	42.58
23777	ENSG00000107485	3123	51.55
19216	ENSG00000107518	8479	35.41
20970	ENSG00000107521	3714	49.72
20582	ENSG00000107537	1829	46.07
17750	ENSG00000107551	4350	53.37
25560	ENSG00000107554	6400	43.7
17374	ENSG00000107560	6119	35.43
12132	ENSG00000107562	3532	52.37
17852	ENSG00000107566	5792	38.56
20229	ENSG00000107581	6646	41.68
11956	ENSG00000107593	3043	45.04
9949	ENSG00000107611	11949	39.49
12256	ENSG00000107614	8230	36.72
13954	ENSG00000107625	2538	40.32
16137	ENSG00000107643	5844	37.34
24673	ENSG00000107651	7168	40.11
3712	ENSG00000107669	5165	39.1
2226	ENSG00000107672	2399	43.84
24367	ENSG00000107679	14010	37.12
3514	ENSG00000107719	4555	52.2
10579	ENSG00000107731	6841	54.37
8214	ENSG00000107736	11124	52.3
2061	ENSG00000107738	4689	53.85
18517	ENSG00000107742	5445	55.97
7880	ENSG00000107745	2488	40.17
20742	ENSG00000107758	3501	38.91
22105	ENSG00000107771	7664	37.56
24755	ENSG00000107779	11255	39.9
10918	ENSG00000107789	2415	38.05
13198	ENSG00000107796	1349	40.29
21602	ENSG00000107798	2782	41.43
23519	ENSG00000107807	2906	60.21
19115	ENSG00000107815	3722	52.35
20747	ENSG00000107816	5741	60.49
20762	ENSG00000107819	3098	54.03
23776	ENSG00000107821	1913	58.78
25005	ENSG00000107829	3185	45.8
25357	ENSG00000107831	1197	60.26
22959	ENSG00000107833	877	57.44
7829	ENSG00000107854	6157	37.63
14608	ENSG00000107859	1391	54.62
11302	ENSG00000107862	6403	43.61
10117	ENSG00000107863	7167	38.96
11370	ENSG00000107864	7664	40.87
25264	ENSG00000107872	2362	61.93
24211	ENSG00000107874	1191	52.94
13835	ENSG00000107882	5001	47.98
10159	ENSG00000107890	6827	38.15
13779	ENSG00000107897	4173	40.95
15623	ENSG00000107902	1622	53.49
14682	ENSG00000107929	8546	42.7
23303	ENSG00000107937	5075	47.14
2303	ENSG00000107938	4387	39.09
9301	ENSG00000107949	2337	42.86
15304	ENSG00000107951	5601	43.36
18215	ENSG00000107954	4314	50.46
12410	ENSG00000107957	11468	51.58
24624	ENSG00000107959	3487	46.17
12322	ENSG00000107960	1417	41.91
22630	ENSG00000107968	3096	42.71
22523	ENSG00000108001	4375	48.8
18887	ENSG00000108010	3827	42.15
25708	ENSG00000108018	7272	40.11
23850	ENSG00000108021	8732	38.83
7892	ENSG00000108039	4384	44.62
1533	ENSG00000108055	4114	36.86
6421	ENSG00000108061	3943	35.08
20495	ENSG00000108064	5414	38.21
21622	ENSG00000108091	5811	40.92
583	ENSG00000108094	4440	39.72
18930	ENSG00000108100	4768	43.24
21236	ENSG00000108106	2548	54.62
21908	ENSG00000108107	5620	52.88
23880	ENSG00000108175	7546	55.32
15208	ENSG00000108176	1201	39.63
16523	ENSG00000108179	2190	55.59
24081	ENSG00000108187	2587	43.3
19542	ENSG00000108219	16183	49.31
7486	ENSG00000108231	5944	41.13
14128	ENSG00000108239	5272	38.55
11574	ENSG00000108242	2418	38.08
16591	ENSG00000108244	1987	41.6
4579	ENSG00000108255	783	45.09
7193	ENSG00000108256	10850	41.64
7029	ENSG00000108262	3768	60.72
1493	ENSG00000108298	1247	49.65
17082	ENSG00000108306	10388	43.28
14326	ENSG00000108309	3686	59.03
25287	ENSG00000108312	4997	59.52
5119	ENSG00000108342	1673	60.21
4462	ENSG00000108344	2888	49.75
23755	ENSG00000108349	4116	45.51
14714	ENSG00000108352	4184	54.16
13744	ENSG00000108370	2736	46.84
11158	ENSG00000108375	5575	43.09
23098	ENSG00000108379	3355	53.82
14107	ENSG00000108384	2591	41.71
24904	ENSG00000108387	3544	52.36
13921	ENSG00000108389	5839	47.85
8481	ENSG00000108395	4330	39.71
16532	ENSG00000108405	2945	55.63
8087	ENSG00000108406	3660	39.64
1803	ENSG00000108423	2490	45.29
7821	ENSG00000108424	6139	43.15
21208	ENSG00000108433	3964	47.31
16681	ENSG00000108439	3657	50.7
18861	ENSG00000108443	5479	41.68
11571	ENSG00000108448	3189	44.38
23335	ENSG00000108465	2759	51.51
24721	ENSG00000108468	2422	45.96
19398	ENSG00000108469	3710	53.18
13987	ENSG00000108474	2160	44.78
23726	ENSG00000108479	1866	60.24
8701	ENSG00000108506	6226	39.68
15936	ENSG00000108509	4777	53.99
4942	ENSG00000108510	10465	38.73
25656	ENSG00000108511	1960	54.06
11669	ENSG00000108515	1521	58.22
11670	ENSG00000108518	1291	57.98
3411	ENSG00000108523	1915	52.54
3381	ENSG00000108528	2176	58.68
16954	ENSG00000108551	1746	62.89
10625	ENSG00000108556	2455	62.33
21939	ENSG00000108557	7662	56.45
10861	ENSG00000108559	2916	42.72
9379	ENSG00000108561	1169	46.67
1378	ENSG00000108576	6604	46.87
8434	ENSG00000108578	2365	40.18
16145	ENSG00000108582	9394	38.53
4258	ENSG00000108587	6039	39.72
20247	ENSG00000108588	3466	42.02
25445	ENSG00000108590	1654	40.22
13057	ENSG00000108591	5342	53.55
7845	ENSG00000108592	3559	50.46
15918	ENSG00000108599	4072	41.26
10229	ENSG00000108602	2144	57.83
9995	ENSG00000108604	2716	55.99
14448	ENSG00000108622	1334	46.35
25544	ENSG00000108639	3036	62.13
2277	ENSG00000108641	1353	51.57
11466	ENSG00000108651	4392	44.12
9989	ENSG00000108654	3558	45.11
15385	ENSG00000108666	4581	44.91
20424	ENSG00000108669	4423	45.26
17285	ENSG00000108671	4098	43.11
24831	ENSG00000108679	2405	58.85
20068	ENSG00000108688	810	45
20025	ENSG00000108691	996	45.97
20466	ENSG00000108700	1261	44.82
20576	ENSG00000108702	592	49.62
12579	ENSG00000108733	2682	42.42
11362	ENSG00000108771	2617	55.49
6803	ENSG00000108773	3109	58.67
6825	ENSG00000108774	1912	49.38
6598	ENSG00000108784	2544	57.01
1024	ENSG00000108785	955	64.13
6599	ENSG00000108786	4982	56.95
23208	ENSG00000108788	2586	52.95
21300	ENSG00000108797	5276	54.63
17785	ENSG00000108798	2109	54.13
12469	ENSG00000108799	4623	45.44
12718	ENSG00000108813	2034	59
13652	ENSG00000108819	4167	59.45
12671	ENSG00000108821	6727	58.47
5991	ENSG00000108823	1432	55.92
12222	ENSG00000108825	2150	48.08
12619	ENSG00000108826	2441	47.14
9327	ENSG00000108828	2734	54.7
2076	ENSG00000108829	2910	47.65
9530	ENSG00000108830	4147	53.78
18567	ENSG00000108839	2358	48.88
16504	ENSG00000108840	5326	55.66
4940	ENSG00000108846	5716	51.95
10651	ENSG00000108848	7040	39.68
14720	ENSG00000108849	563	60.6
23779	ENSG00000108852	4938	52.29
10065	ENSG00000108854	5892	39.4
19839	ENSG00000108861	4110	50.91
22734	ENSG00000108878	1266	50.34
8239	ENSG00000108883	4548	46.25
15587	ENSG00000108924	5547	43.3
24050	ENSG00000108932	3807	44.06
24010	ENSG00000108946	4327	41.97
18241	ENSG00000108947	3222	58.09
24063	ENSG00000108950	3668	44.83
11233	ENSG00000108953	2211	44.81
15047	ENSG00000108960	2735	41.06
13536	ENSG00000108961	1140	59.59
12317	ENSG00000108963	2607	56.54
21550	ENSG00000108984	13400	40.75
15084	ENSG00000109016	2175	44.22
20681	ENSG00000109046	5139	39.73
189	ENSG00000109047	2819	50.52
17620	ENSG00000109062	1969	56.2
16655	ENSG00000109063	6037	48.63
13231	ENSG00000109065	1993	54.06
15932	ENSG00000109066	4745	54.36
16676	ENSG00000109072	2149	59.58
20642	ENSG00000109079	3627	52.61
19757	ENSG00000109083	1485	47.79
19801	ENSG00000109084	2568	44.52
6878	ENSG00000109089	3536	53.8
24811	ENSG00000109099	1861	45.53
13930	ENSG00000109103	4189	57.56
13928	ENSG00000109107	1982	56.05
16749	ENSG00000109111	6523	48.02
20926	ENSG00000109113	1766	58.35
13345	ENSG00000109118	7679	46.18
23027	ENSG00000109132	3030	52.1
18450	ENSG00000109133	7482	35.29
17125	ENSG00000109163	2164	34.79
6121	ENSG00000109171	6299	37.94
17252	ENSG00000109180	1916	39.5
18466	ENSG00000109184	4840	40.07
18210	ENSG00000109189	7954	41.39
12809	ENSG00000109193	1780	33.24
5623	ENSG00000109220	1194	36.75
6696	ENSG00000109255	816	38.09
4466	ENSG00000109265	4914	41.29
7937	ENSG00000109270	4226	34.97
15850	ENSG00000109272	522	57.91
3901	ENSG00000109320	4085	37.86
16183	ENSG00000109321	1240	36.89
15598	ENSG00000109323	7444	39.25
6405	ENSG00000109332	4819	38.48
12643	ENSG00000109339	8941	37.37
5457	ENSG00000109381	4012	39.88
12870	ENSG00000109390	1257	42.39
10491	ENSG00000109424	1462	39.65
5284	ENSG00000109436	5306	41.09
6856	ENSG00000109445	1899	34.91
10671	ENSG00000109452	8831	36.41
9052	ENSG00000109458	7981	38.61
13623	ENSG00000109466	3134	38.15
3600	ENSG00000109471	1029	31.96
9531	ENSG00000109472	2421	38.23
16982	ENSG00000109475	2627	41.51
24900	ENSG00000109501	3655	57.04
7428	ENSG00000109511	1417	35.88
12030	ENSG00000109519	2775	47.5
2248	ENSG00000109534	1224	39.37
8006	ENSG00000109536	1074	35.99
934	ENSG00000109572	6692	37.1
2862	ENSG00000109576	2261	38.78
5085	ENSG00000109586	4307	38.98
10850	ENSG00000109606	3028	37.26
3061	ENSG00000109618	5496	36.27
5825	ENSG00000109625	2538	58.28
9269	ENSG00000109654	6735	42.05
5746	ENSG00000109667	2175	45.33
5116	ENSG00000109670	5653	35.41
3573	ENSG00000109674	2408	37.34
17981	ENSG00000109680	2263	36.57
7345	ENSG00000109684	5599	41.52
13885	ENSG00000109685	8568	47.14
3416	ENSG00000109686	5284	40.79
16917	ENSG00000109689	5154	36.58
24042	ENSG00000109705	2801	62.88
24916	ENSG00000109736	2173	67.55
7395	ENSG00000109738	3126	35.21
7779	ENSG00000109743	1993	43.52
4082	ENSG00000109756	8225	36.75
25795	ENSG00000109758	2159	67.43
8037	ENSG00000109762	3323	41.36
10284	ENSG00000109771	5157	40.8
8864	ENSG00000109775	2348	38.42
20916	ENSG00000109787	5122	41.91
14611	ENSG00000109790	3425	36.93
1261	ENSG00000109794	2997	44.16
25646	ENSG00000109805	4661	35.41
18337	ENSG00000109814	3216	41.86
13723	ENSG00000109819	6318	38.32
20255	ENSG00000109832	7555	44.92
23266	ENSG00000109846	1119	46.13
24878	ENSG00000109851	1380	54.7
24899	ENSG00000109854	1748	42.5
4891	ENSG00000109861	6125	38.6
25289	ENSG00000109881	2109	37.62
17011	ENSG00000109906	4427	47.44
12041	ENSG00000109911	8164	35.79
23358	ENSG00000109917	6566	44.53
23829	ENSG00000109919	2587	43.47
15435	ENSG00000109920	3972	43.42
7615	ENSG00000109927	7426	44.11
9437	ENSG00000109929	2456	38.78
16871	ENSG00000109943	2469	40.96
17868	ENSG00000109944	3147	40.52
24734	ENSG00000109956	6160	55.65
13277	ENSG00000109971	2463	49.25
15366	ENSG00000109991	1831	50.22
8294	ENSG00000110002	4388	39.29
14858	ENSG00000110011	1340	58.22
3356	ENSG00000110013	5583	40.66
17086	ENSG00000110025	4713	51.28
3252	ENSG00000110031	2099	38.55
14092	ENSG00000110042	5642	47.6
14229	ENSG00000110046	6357	60.35
17794	ENSG00000110047	4551	54.84
11567	ENSG00000110048	5083	42.8
1706	ENSG00000110057	2316	58.6
20180	ENSG00000110060	1843	40.24
21472	ENSG00000110063	2467	49.42
1004	ENSG00000110066	5837	42.48
14566	ENSG00000110074	3045	51.05
8794	ENSG00000110075	5093	41.89
21471	ENSG00000110076	6621	54.53
9062	ENSG00000110077	2416	40.17
3112	ENSG00000110079	1676	38.43
18288	ENSG00000110080	1967	52.01
20048	ENSG00000110090	5232	50.04
18671	ENSG00000110092	4307	58.58
6158	ENSG00000110104	1893	54.76
24890	ENSG00000110107	2157	46.52
25188	ENSG00000110108	2413	51.1
9849	ENSG00000110148	2138	45.98
12552	ENSG00000110169	1652	47.81
9665	ENSG00000110171	4419	48.68
18870	ENSG00000110172	5361	35.9
19000	ENSG00000110200	1481	52.32
25378	ENSG00000110203	992	45.32
18824	ENSG00000110218	2769	43.1
12334	ENSG00000110237	7853	55.26
13964	ENSG00000110243	1929	60.22
18205	ENSG00000110274	5690	47.98
18411	ENSG00000110315	5818	36.1
11597	ENSG00000110318	7039	36.41
25901	ENSG00000110321	6769	41.78
25766	ENSG00000110324	6711	49.23
13355	ENSG00000110328	2504	46.35
9662	ENSG00000110330	4073	38.86
25821	ENSG00000110344	6103	40.54
3231	ENSG00000110367	6152	41.56
3471	ENSG00000110375	958	51.76
20377	ENSG00000110395	11231	42.2
25046	ENSG00000110400	5840	54.84
18316	ENSG00000110422	7408	38.83
2638	ENSG00000110427	11678	42.86
13298	ENSG00000110429	7410	37.03
20344	ENSG00000110435	2653	36.68
24237	ENSG00000110436	12041	42.2
21931	ENSG00000110442	2954	42.17
25176	ENSG00000110446	4579	52.85
12116	ENSG00000110448	3221	52.96
15935	ENSG00000110455	3373	49.02
18409	ENSG00000110492	1339	66.26
7876	ENSG00000110497	5351	43.63
19769	ENSG00000110514	6005	47.1
19171	ENSG00000110536	2272	47.83
20332	ENSG00000110583	4707	50.29
14573	ENSG00000110619	5732	52.02
23787	ENSG00000110628	2635	61.48
13066	ENSG00000110651	5235	63.44
18053	ENSG00000110660	3331	43.51
9838	ENSG00000110665	2956	60.61
24518	ENSG00000110675	2852	38.98
7033	ENSG00000110680	1837	48.8
1164	ENSG00000110693	8865	36.07
9573	ENSG00000110696	4258	38.23
11386	ENSG00000110697	4225	62.46
3321	ENSG00000110700	777	46.54
13556	ENSG00000110711	1221	56.24
20406	ENSG00000110713	7023	41.69
267	ENSG00000110717	3072	57.63
509	ENSG00000110719	2677	63.66
492	ENSG00000110721	2530	44.1
3134	ENSG00000110723	10187	41.4
20257	ENSG00000110756	4725	39.75
21080	ENSG00000110768	2982	40.71
10309	ENSG00000110777	3295	45.99
21400	ENSG00000110786	3871	50.02
24419	ENSG00000110799	8838	46.59
1371	ENSG00000110801	3051	47.48
19786	ENSG00000110811	3226	56.26
24610	ENSG00000110841	6001	39.81
10495	ENSG00000110844	3602	47.42
10136	ENSG00000110848	1676	35.34
12577	ENSG00000110851	4210	41.21
15997	ENSG00000110852	1700	32.91
9134	ENSG00000110871	1535	45.87
8699	ENSG00000110876	2256	52.08
8710	ENSG00000110880	3921	41.35
13444	ENSG00000110881	4072	54.15
6467	ENSG00000110887	2385	47.26
6852	ENSG00000110888	6543	37.58
10664	ENSG00000110900	5505	51.34
6299	ENSG00000110906	5355	47.69
4377	ENSG00000110911	4348	43.54
6549	ENSG00000110917	6626	47.71
9400	ENSG00000110921	4109	52.45
8269	ENSG00000110925	4471	46.64
9904	ENSG00000110931	5598	50.83
2187	ENSG00000110934	2781	44.59
12431	ENSG00000110944	1046	49.11
11395	ENSG00000110955	1839	45.43
11586	ENSG00000110958	2939	44.13
6092	ENSG00000110975	4461	36.43
8417	ENSG00000110987	6247	52.98
7061	ENSG00000111011	3520	39.85
9596	ENSG00000111012	2540	53.92
5138	ENSG00000111052	6112	36.73
21839	ENSG00000111057	2088	56.19
10157	ENSG00000111077	5010	60.28
14268	ENSG00000111087	3613	54.96
282	ENSG00000111110	6353	42.68
1657	ENSG00000111142	3601	39.23
276	ENSG00000111144	6109	39.1
671	ENSG00000111145	4205	45.11
7248	ENSG00000111181	3332	52.8
23667	ENSG00000111186	2303	47.53
24291	ENSG00000111196	2671	36.42
13655	ENSG00000111199	3247	52.04
19447	ENSG00000111203	3231	50.2
14727	ENSG00000111206	3487	48.07
18595	ENSG00000111215	994	40.2
5815	ENSG00000111218	5899	45.94
22539	ENSG00000111224	4424	39.15
9482	ENSG00000111229	1098	45.85
1932	ENSG00000111231	1604	45.03
1833	ENSG00000111237	1523	40.72
19665	ENSG00000111241	743	48.68
20659	ENSG00000111247	2235	36.4
850	ENSG00000111249	6844	49.28
922	ENSG00000111252	5406	54.02
16668	ENSG00000111254	3339	38.99
7843	ENSG00000111261	5831	44.34
23249	ENSG00000111262	7997	47.21
17567	ENSG00000111266	5253	40.28
12443	ENSG00000111269	3754	40.66
1617	ENSG00000111271	4071	47.12
6120	ENSG00000111275	9569	48.8
21153	ENSG00000111276	2657	45.43
